,Name,Cost,Protein (g),Calories,Fat (g),Servings,Preparation Time (m),Health Score,Gluten Free,Vegetarian,Dairy Free,name lower,Food Type,Meat Type
332,Whole Wheat Chocolate Chip Cookies,0.04924242424242424,0.02857142857142857,0.062172976300400126,0.03363914373088685,0.1864406779661017,0.061068702290076333,0.015873015873015872,False,False,False,whole wheat chocolate chip cookies,Dessert,Vegetarian
333,Breakfast Sticky Buns,0.13636363636363635,0.009523809523809525,0.029239766081871343,0.01834862385321101,0.05084745762711865,0.061068702290076333,0.0,False,True,False,breakfast sticky buns,Grain/Pasta/Starch,Vegetarian
334,Best Baked Macaroni and Cheese,0.32575757575757575,0.24761904761904763,0.17359187442289936,0.09785932721712538,0.0847457627118644,0.061068702290076333,0.14285714285714285,False,False,False,best baked macaroni and cheese,Comfort,Vegetarian
335,Almond Butter and Chocolate Squares,0.16666666666666666,0.047619047619047616,0.10649430594028932,0.07339449541284404,0.11864406779661017,0.061068702290076333,0.031746031746031744,False,False,False,almond butter and chocolate squares,Dessert,Vegetarian
336,Upside-Down Blueberry Puffs Brunch,0.1496212121212121,0.0380952380952381,0.08094798399507541,0.03058103975535168,0.03389830508474576,0.06870229007633588,0.031746031746031744,False,True,False,upside-down blueberry puffs brunch,Breakfast,Vegetarian
337,Carrot Cake Muffin Cookies,0.009469696969696968,0.009523809523809525,0.010464758387196061,0.0061162079510703364,0.5254237288135594,0.061068702290076333,0.0,False,True,False,carrot cake muffin cookies,Dessert,Vegetarian
338,Perfect fish cakes,0.32007575757575757,0.18095238095238095,0.11603570329332102,0.0764525993883792,0.03389830508474576,0.061068702290076333,0.20634920634920634,False,False,False,perfect fish cakes,Dessert,Vegetarian
339,Fennel and Orange Salad With Toasted Hazelnuts and Cranberries,0.11553030303030302,0.01904761904761905,0.04739919975377039,0.03669724770642202,0.01694915254237288,0.061068702290076333,0.2222222222222222,True,True,True,fennel and orange salad with toasted hazelnuts and cranberries,Salad/Fruit,Vegetarian
340,Sweet Mustard BBQ Pork Chops,0.3996212121212121,0.3619047619047619,0.1329639889196676,0.04892966360856269,0.01694915254237288,0.061068702290076333,0.23809523809523808,True,False,True,sweet mustard bbq pork chops,Pork,Meat
341,Popcorn Chicken,0.2935606060606061,0.4095238095238095,0.24930747922437674,0.04281345565749235,0.0,0.061068702290076333,0.6507936507936508,False,False,True,popcorn chicken,Poultry,Meat
342,"Impossible"" Coconut Pie",0.13068181818181818,0.02857142857142857,0.06955986457371499,0.04892966360856269,0.06779661016949153,0.061068702290076333,0.015873015873015872,False,True,False,"impossible"" coconut pie",Dessert,Vegetarian
343,Avocado Nests,0.32575757575757575,0.09523809523809523,0.11203447214527547,0.08256880733944955,0.01694915254237288,0.061068702290076333,0.14285714285714285,True,False,True,avocado nests,Veggies/Beans,Vegetarian
344,Maple-Glazed Apple Cookies,0.03219696969696969,0.01904761904761905,0.05170821791320406,0.01834862385321101,0.13559322033898305,0.061068702290076333,0.0,False,True,False,maple-glazed apple cookies,Dessert,Vegetarian
345,Slow Cooker Lamb Curry,0.6647727272727272,0.638095238095238,0.17082179132040629,0.07339449541284404,0.05084745762711865,0.061068702290076333,0.7619047619047619,True,False,False,slow cooker lamb curry,Beef,Meat
346,Almond Plum Cake with Creme Fraiche,0.5170454545454545,0.12380952380952381,0.17020621729763005,0.06422018348623854,0.03389830508474576,0.061068702290076333,0.07936507936507936,False,False,False,almond plum cake with creme fraiche,Dessert,Vegetarian
347,Shrimp and Avocado Salad,0.9659090909090908,0.34285714285714286,0.1505078485687904,0.07033639143730887,0.01694915254237288,0.061068702290076333,0.8412698412698413,True,False,True,shrimp and avocado salad,Seafood,Meat
348,Easy Chicken Tikka Masala,0.40719696969696967,0.3619047619047619,0.11018775007694676,0.06116207951070336,0.01694915254237288,0.061068702290076333,0.4126984126984127,True,False,False,easy chicken tikka masala,Poultry,Meat
349,Chicken Cordon Bleu,0.3939393939393939,0.4666666666666667,0.14866112650046168,0.07951070336391437,0.03389830508474576,0.061068702290076333,0.31746031746031744,False,False,False,chicken cordon bleu,Poultry,Meat
350,Almond Nut Butter,0.07575757575757576,0.0380952380952381,0.032317636195752536,0.03058103975535168,0.11864406779661017,0.061068702290076333,0.09523809523809523,True,True,True,almond nut butter,Comfort,Vegetarian
351,Classic New England Crab Cakes,0.5719696969696969,0.14285714285714285,0.09541397353031703,0.07951070336391437,0.03389830508474576,0.061068702290076333,0.15873015873015872,False,False,False,classic new england crab cakes,Dessert,Vegetarian
352,Bittersweet chocolate pudding,0.08712121212121213,0.05714285714285714,0.05847953216374269,0.027522935779816515,0.03389830508474576,0.061068702290076333,0.06349206349206349,True,True,False,bittersweet chocolate pudding,Dessert,Vegetarian
353,Buttermilk Cornbread and Sage Stuffing,0.23295454545454544,0.1619047619047619,0.20190827947060633,0.09785932721712538,0.06779661016949153,0.061068702290076333,0.36507936507936506,False,False,False,buttermilk cornbread and sage stuffing,Grain/Pasta/Starch,Vegetarian
354,Spanakopita Cups,0.10606060606060605,0.0380952380952381,0.04863034779932287,0.03669724770642202,0.288135593220339,0.061068702290076333,0.06349206349206349,False,False,False,spanakopita cups,Comfort,Vegetarian
355,Chocolate Pavlova with Winter Fruit,0.1496212121212121,0.01904761904761905,0.08279470606340412,0.04892966360856269,0.0847457627118644,0.22137404580152673,0.015873015873015872,True,False,False,chocolate pavlova with winter fruit,Dessert,Vegetarian
356,Creamy Vegan Butternut Squash Mac and Cheese,0.1590909090909091,0.10476190476190476,0.0920283164050477,0.024464831804281346,0.03389830508474576,0.061068702290076333,0.2222222222222222,False,False,True,creamy vegan butternut squash mac and cheese,Comfort,Vegetarian
358,Gingerbread Mummies,0.04924242424242424,0.01904761904761905,0.06278855032317636,0.01834862385321101,0.13559322033898305,0.061068702290076333,0.015873015873015872,False,True,False,gingerbread mummies,Grain/Pasta/Starch,Vegetarian
359,Lamb Burgers With Tzatziki Sauce,0.6742424242424242,0.3619047619047619,0.18497999384425978,0.11314984709480122,0.01694915254237288,0.061068702290076333,0.38095238095238093,False,False,False,lamb burgers with tzatziki sauce,Beef,Meat
360,Plantain Toffee Balls,0.13825757575757575,0.02857142857142857,0.12311480455524777,0.06116207951070336,0.0,0.061068702290076333,0.031746031746031744,False,True,False,plantain toffee balls,Dessert,Vegetarian
361,Drunken Apple Cake,0.3920454545454545,0.08571428571428572,0.4050477069867652,0.18654434250764526,0.03389830508474576,0.061068702290076333,0.047619047619047616,False,True,False,drunken apple cake,Dessert,Vegetarian
362,Brown Butter Twice Baked Sweet Potatoes,0.668560606060606,0.1523809523809524,0.20806401969836874,0.16819571865443425,0.01694915254237288,0.13740458015267176,0.4126984126984127,True,False,False,brown butter twice baked sweet potatoes,Grain/Pasta/Starch,Vegetarian
363,Hot Cross Buns,0.013257575757575758,0.009523809523809525,0.02246845183133272,0.01529051987767584,0.0847457627118644,0.061068702290076333,0.0,False,True,False,hot cross buns,Grain/Pasta/Starch,Vegetarian
364,10 Minute Brownies,0.04734848484848484,0.01904761904761905,0.057863958140966454,0.03669724770642202,0.11864406779661017,0.061068702290076333,0.015873015873015872,False,False,True,10 minute brownies,Dessert,Vegetarian
365,Apple Cheddar Turkey Burgers With Chipotle Yogurt Sauce,0.5,0.3619047619047619,0.1061865189289012,0.04281345565749235,0.01694915254237288,0.061068702290076333,0.2222222222222222,False,False,False,apple cheddar turkey burgers with chipotle yogurt sauce,Poultry,Meat
366,Fast Tiramisu,0.14015151515151514,0.06666666666666667,0.13019390581717452,0.10703363914373089,0.0847457627118644,0.061068702290076333,0.015873015873015872,False,False,False,fast tiramisu,Dessert,Vegetarian
367,Grilled Spareribs With Birmingham Bbq Sauce,0.5909090909090909,0.5619047619047619,0.3727300707910126,0.29357798165137616,0.03389830508474576,0.061068702290076333,0.4444444444444444,True,False,True,grilled spareribs with birmingham bbq sauce,Pork,Meat
368,Deviled Eggs With Crab,0.19128787878787878,0.08571428571428572,0.028624192059095107,0.021406727828746176,0.03389830508474576,0.061068702290076333,0.047619047619047616,True,False,False,deviled eggs with crab,Seafood,Meat
369,Coffee Cream Martinis,0.14204545454545453,0.009523809523809525,0.06371191135734072,0.0061162079510703364,0.01694915254237288,0.061068702290076333,0.0,True,False,True,coffee cream martinis,Beverage,Vegetarian
370,Pulled Pork Nachos,0.3011363636363636,0.18095238095238095,0.1061865189289012,0.05198776758409786,0.05084745762711865,0.7404580152671756,0.23809523809523808,True,False,False,pulled pork nachos,Pork,Meat
371,Arugula Walnut Pesto,0.07575757575757576,0.01904761904761905,0.02246845183133272,0.027522935779816515,0.01694915254237288,0.061068702290076333,0.14285714285714285,True,False,False,arugula walnut pesto,Dip/Sauce,Vegetarian
372,Cannoli Ice Cream w. Pistachios & Dark Chocolate,0.28598484848484845,0.2,0.17328408741151125,0.10091743119266056,0.00847457627118644,0.061068702290076333,0.1111111111111111,True,True,False,cannoli ice cream w. pistachios & dark chocolate,Dessert,Vegetarian
373,Dried Fruit and Ginger Scones,0.08712121212121213,0.0380952380952381,0.08033240997229917,0.03363914373088685,0.05084745762711865,0.061068702290076333,0.015873015873015872,False,False,False,dried fruit and ginger scones,Dessert,Vegetarian
374,Cheese Pork Chops,0.4375,0.3333333333333333,0.12434595260080025,0.09174311926605505,0.01694915254237288,0.03816793893129771,0.19047619047619047,True,False,False,cheese pork chops,Pork,Meat
375,Brined Chicken Breast with Sautéed Onion Dipping Sauce,0.375,0.3142857142857143,0.06371191135734072,0.012232415902140673,0.03389830508474576,0.061068702290076333,0.49206349206349204,True,False,True,brined chicken breast with sautéed onion dipping sauce,Poultry,Meat
376,"Crockpot ""Refried"" Beans",0.028409090909090908,0.047619047619047616,0.023084025854108958,0.0,0.11864406779661017,0.061068702290076333,0.19047619047619047,True,True,True,"crockpot ""refried"" beans",Veggies/Beans,Vegetarian
377,Layered Poppy Seed Pastries,0.0928030303030303,0.02857142857142857,0.057863958140966454,0.03058103975535168,0.1864406779661017,0.061068702290076333,0.031746031746031744,False,True,False,layered poppy seed pastries,Dessert,Vegetarian
378,Cheesy Bacon Burger with Spicy Chipotle Aiolo Sauce,0.5928030303030303,0.4857142857142857,0.14804555247768544,0.06116207951070336,0.01694915254237288,0.061068702290076333,0.5079365079365079,False,False,False,cheesy bacon burger with spicy chipotle aiolo sauce,Pork,Meat
380,Chili Pie with Green Chile and Cheddar Cornbread Crust,0.2746212121212121,0.34285714285714286,0.21206525084641428,0.12232415902140673,0.05084745762711865,0.08396946564885496,0.2222222222222222,False,False,False,chili pie with green chile and cheddar cornbread crust,Dessert,Vegetarian
381,Chicken and White Bean Chili,0.24621212121212122,0.21904761904761905,0.12434595260080025,0.09174311926605505,0.059322033898305086,0.061068702290076333,0.1111111111111111,False,False,False,chicken and white bean chili,Poultry,Meat
382,Slow Cooker Spicy Hot Wings,0.1837121212121212,0.21904761904761905,0.11418898122499231,0.06116207951070336,0.01694915254237288,0.013740458015267175,0.06349206349206349,True,False,True,slow cooker spicy hot wings,Comfort,Vegetarian
383,Blue Cheese Tartlets With Fig Jam and Walnuts,0.1837121212121212,0.05714285714285714,0.08618036318867343,0.07339449541284404,0.1864406779661017,0.061068702290076333,0.06349206349206349,False,True,False,blue cheese tartlets with fig jam and walnuts,Dessert,Vegetarian
384,Tuna Mexi Melts,0.5037878787878788,0.3904761904761905,0.21144967682363805,0.12232415902140673,0.03389830508474576,0.061068702290076333,0.30158730158730157,False,False,False,tuna mexi melts,Seafood,Meat
385,Dutch Babies With Mulberry-Rhubarb Compote,0.481060606060606,0.0761904761904762,0.12803939673745768,0.04892966360856269,0.03389830508474576,0.061068702290076333,0.047619047619047616,False,True,False,dutch babies with mulberry-rhubarb compote,Dessert,Vegetarian
386,Jalapeno Cheese Quick Bread,0.03409090909090909,0.047619047619047616,0.031086488150200063,0.01529051987767584,0.0847457627118644,0.061068702290076333,0.07936507936507936,False,True,False,jalapeno cheese quick bread,Grain/Pasta/Starch,Vegetarian
387,Crab Wontons,0.06060606060606061,0.02857142857142857,0.017236072637734686,0.012232415902140673,0.0847457627118644,0.061068702290076333,0.031746031746031744,False,False,False,crab wontons,Seafood,Meat
388,Chocolate Nutella Walnut Cake,0.1875,0.06666666666666667,0.13357956294244383,0.09785932721712538,0.05084745762711865,0.061068702290076333,0.047619047619047616,False,True,False,chocolate nutella walnut cake,Dessert,Vegetarian
389,Smoky Deviled Eggs,0.19886363636363635,0.09523809523809523,0.09726069559864574,0.039755351681957186,0.0847457627118644,0.061068702290076333,0.031746031746031744,True,False,True,smoky deviled eggs,Breakfast,Vegetarian
390,Vegetarian Christmas wreath,0.13636363636363635,0.0380952380952381,0.05694059710680209,0.0581039755351682,0.05084745762711865,0.061068702290076333,0.031746031746031744,True,False,False,vegetarian christmas wreath,Veggies/Beans,Vegetarian
391,Bruschetta Stuffed Potatoes,0.46969696969696967,0.17142857142857143,0.2896275777162204,0.09785932721712538,0.03389830508474576,0.061068702290076333,0.2857142857142857,True,False,False,bruschetta stuffed potatoes,Grain/Pasta/Starch,Vegetarian
392,Easy Lemon Feta Greek Yogurt Dip,0.2727272727272727,0.0761904761904762,0.07263773468759618,0.07033639143730887,0.01694915254237288,0.015267175572519083,0.06349206349206349,True,True,False,easy lemon feta greek yogurt dip,Dip/Sauce,Vegetarian
393,Italian Meatloaf with Hard Boiled Eggs,0.5170454545454545,0.41904761904761906,0.21945213911972913,0.1620795107033639,0.05084745762711865,0.061068702290076333,0.5079365079365079,False,False,False,italian meatloaf with hard boiled eggs,Breakfast,Vegetarian
394,4 Ingredient Chicken Pot Pie,0.8939393939393938,0.8476190476190476,0.3200984918436442,0.10703363914373089,0.03389830508474576,0.061068702290076333,0.4603174603174603,False,False,True,4 ingredient chicken pot pie,Dessert,Vegetarian
395,Chicken Stew For The Soul,0.26325757575757575,0.3238095238095238,0.1489689135118498,0.10091743119266056,0.03389830508474576,0.061068702290076333,0.1746031746031746,True,False,True,chicken stew for the soul,Poultry,Meat
396,Asparagus Eggs Benedict,0.4583333333333333,0.3142857142857143,0.23207140658664205,0.1743119266055046,0.0,0.03816793893129771,0.2857142857142857,False,False,False,asparagus eggs benedict,Veggies/Beans,Vegetarian
397,Cabbage and sausages in beer,0.36931818181818177,0.11428571428571428,0.15173899661434287,0.12538226299694188,0.00847457627118644,0.061068702290076333,0.23809523809523808,True,False,False,cabbage and sausages in beer,Pork,Meat
398,Avocado Chicken Salad,0.6666666666666666,0.2,0.20652508464142813,0.1834862385321101,0.0,0.061068702290076333,0.6031746031746031,True,False,True,avocado chicken salad,Poultry,Meat
399,Chocolate Chip Coconut Muffins,0.11174242424242423,0.047619047619047616,0.08033240997229917,0.03363914373088685,0.0847457627118644,0.061068702290076333,0.047619047619047616,False,False,True,chocolate chip coconut muffins,Dessert,Vegetarian
